Name,Nation,Club,Position,Foot,Mentality,Primary Class,Secondary Class,Model,Level
Nathaniel Clyne,England,Crystal Palace,WD ,R,Balanced,Sprinter,Powerhouse,Athlete,82
Fode Ballo-Toure,Senegal,Fulham,WD ,L,Balanced,Sprinter,Engine,Shuttler,82
Yasser Larouci,Algeria,Sheffield United,WD ,L,Attacking,Sprinter,Engine,Shuttler,82
Tyrell Malacia,Netherlands,Manchester United,WD ,L,Attacking,Sprinter,Cover,Flanker,82
Neco Williams,Wales,Nottingham Forest,WD ,R,Balanced,Engine,Sprinter,Shuttler,82
Matt Targett,England,Newcastle United,WD ,L,Balanced,Engine,Sprinter,Shuttler,82
Jamal Lewis,England,Watford,WD ,L,Attacking,Sprinter,Engine,Shuttler,82
Lewis Hall,England,Newcastle United,WD ,L,Balanced,Engine,Sprinter,Shuttler,82
Emil Krafth,Sweden,Newcastle United,WD ,R,Balanced,Sprinter,Engine,Shuttler,82
Lewie Coyle,England,Hull City,WD ,R,Balanced,Engine,Dribbler,Tornate,82
Jaheim Headley,England,Huddersfield Town,WD ,L,Balanced,Engine,Sprinter,Shuttler,82
Pol Valentin,Spain,Sheffield Wednesday,WD ,R,Balanced,Engine,Sprinter,Shuttler,82
Cody Drameh,England,Birmingham City,WD ,R,Balanced,Sprinter,Cover,Flanker,82
Ben Chrisene,England,Blackburn Rovers,WD ,L,Balanced,Sprinter,Engine,Shuttler,82
Brandon Fleming,England,Hull City,WD ,L,Balanced,Engine,Cover,Dynamo,82
Joshua Key,England,Swansea City,WD ,R,Balanced,Sprinter,Engine,Shuttler,82
Kenneth Paal,Suriname,QPR,WD ,L,Balanced,Sprinter,Cover,Flanker,82
Ethan Laird,England,Birmingham City,WD ,R,Balanced,Sprinter,Cover,,82
Juan Larios,Spain,Southampton,WD ,L,Balanced,Sprinter,Engine,Shuttler,82
Jay Dasilva,Wales,Coventry City,WD ,L,Balanced,Sprinter,Creator,Spark,82
Cyrus Christie,Ireland,Hull City,WD ,R,Balanced,Engine,Dribbler,Tornate,82
Brandon Soppy,France,Atalanta,WD ,R,Balanced,Sprinter,Dribbler,Flash,82
Mahlon Romeo,Antigua,Bristol City,WD ,R,Balanced,Sprinter,Engine,Shuttler,82
Reggie Cannon,USA,Atalanta,WD ,R,Balanced,Sprinter,Engine,Shuttler,82
Dominic Iorfa,England,Sheffield Wednesday,WD ,R,Balanced,Powerhouse,Engine,Gladiator,82
Tom Edwards,England,Huddersfield Town,WD ,R,Cautious,Engine,Cover,Dynamo,82
Ollie Turton,England,Huddersfield Town,WD ,R,Balanced,Engine,Stopper,Destroyer,82
Ki-Jana Hoever,Netherlands,Stoke City,WD ,R,Balanced,Sprinter,Engine,Shuttler,82
Aji Alese,England,Sunderland,WD ,L,Balanced,Sprinter,Cover,Flanker,82
Niall Huggins,Wales,Sunderland,WD ,R,Balanced,Sprinter,Cover,Flanker,82
Brodie Spencer,Northern Ireland,Huddersfield Town,WD ,R,Balanced,Engine,Cover,Dynamo,82
Josh Williams,England,Birmingham City,WD ,R,Balanced,Sprinter,Cover,Flanker,82
Conor Townsend,England,WBA,WD ,L,Balanced,Engine,Cover,Dynamo,82
Darnell Furlong,England,WBA,WD ,R,Balanced,Engine,Aerial,Boxcrasher,82
Adam Webster,England,Brighton,CD,R,Balanced,Stopper,Controller,Lynchpin,82
Jamal Lascelles,England,Newcastle United,CD,R,Cautious,Stopper,Commander,Leader,82
Willy Boly,Ivory Coast,Nottingham Forest,CD,R,Cautious,Stopper,Aerial,Centre Back,82
Danny Batth,England,Norwich City,CD,R,Cautious,Stopper,Powerhouse,Rock,82
Tom Lockyer,England,Luton Town,CD,R,Cautious,Stopper,Commander,Leader,82
Reece Burke,England,Luton Town,CD,R,Balanced,Stopper,Powerhouse,Rock,82
James Hill,England,Bournemouth,CD,R,Balanced,Stopper,Powerhouse,Rock,82
Nathan Ferguson,England,Crystal Palace,CD,R,Balanced,Cover,Powerhouse,Stalwart,82
Hjalmar Ekdal,Sweden,Burnley,CD,R,Attacking,Powerhouse,Aerial,Tank,82
Ameen Al-Dakhil,Belgium,Burnley,CD,R,Balanced,Stopper,Controller,Lynchpin,82
Alfie Gilchrist,England,Chelsea,CD,R,Cautious,Stopper,Commander,Leader,82
Andrew Omobamidele,Ireland,Nottingham Forest,CD,R,Cautious,Stopper,Sprinter,Shadow,82
Auston Trusty,USA,Sheffield United,CD,L,Cautious,Stopper,Aerial,Centre Back,82
Chris Basham,England,Sheffield United,CD,R,Balanced,Stopper,Engine,Train,82
Santiago Bueno,Uruguay,Wolves,CD,R,Balanced,Stopper,Powerhouse,Rock,82
Levi Laing,England,West Ham,CD,R,Cautious,Passer,Cover,Provider,82
Luis Binks,England,Coventry City,CD,L,Balanced,Stopper,Aerial,Centre Back,82
Dominic Hyam,Scotland,Blackburn Rovers,CD,R,Balanced,Stopper,Powerhouse,Rock,82
Sean Morrison,England,Rotherham,CD,R,Balanced,Stopper,Commander,Leader,82
Jenson Seelt,Netherlands,Sunderland,CD,R,Balanced,Aerial,Stopper,Titan,82
Tom Lees,England,Huddersfield Town,CD,R,Balanced,Stopper,Commander,Leader,82
Luke Woolfenden,England,Ipswich Town,CD,R,Balanced,Stopper,Sprinter,Shadow,82
Andrew Hughes,Wales,Preston North End,CD,L,Balanced,Stopper,Aerial,Centre Back,82
Julio Pleguezuelo,Spain,Plymouth Argyle,CD,R,Balanced,Stopper,Engine,Train,82
Mattie Pollock,England,Watford,CD,R,Cautious,Aerial,Stopper,Titan,82
Michael Rose,Scotland,Stoke City,CD,R,Balanced,Stopper,Aerial,Centre Back,82
Flavien-Enzo Boyomo,Cameroon,Valladolid,CD,R,Balanced,Stopper,Cover,Shield,82
Rav van den Berg,Netherlands,Middlesbrough,CD,R,Balanced,Engine,Stopper,Destroyer,82
Cedric Kipre,Ivory Coast,WBA,CD,R,Balanced,Powerhouse,Aerial,Tank,82
Jordan Storey,England,Preston North End,CD,R,Balanced,Stopper,Controller,Lynchpin,82
Tyler Blackett,England,Rotherham,CD,L,Balanced,Stopper,Powerhouse,Rock,82
Ciaran Clark,Ireland,Stoke City,CD,L,Cautious,Stopper,Aerial,Centre Back,82
Luke McNally,Ireland,Stoke City,CD,R,Cautious,Aerial,Stopper,Titan,82
Jake Clarke-Salter,England,QPR,CD,L,Balanced,Stopper,Powerhouse,Rock,82
Billy Koumetio,France,Blackburn Rovers,CD,L,Balanced,Aerial,Stopper,Titan,82
Michal Helik,Poland,Huddersfield Town,CD,R,Cautious,Aerial,Stopper,Titan,82
Marc Roberts,England,Birmingham City,CD,R,Balanced,Stopper,Powerhouse,Rock,82
Liam Kitching,England,Coventry City,CD,L,Balanced,Stopper,Engine,Train,82
Akin Famewo,England,Sheffield Wednesday,CD,L,Balanced,Powerhouse,Stopper,Enforcer,82
Bashir Humphreys,England,Swansea City,CD,R,Cautious,Stopper,Aerial,Centre Back,82
Matty Pearson,England,Huddersfield Town,CD,R,Balanced,Stopper,Engine,Train,82
Sam Barnes,England,Blackburn Rovers,CD,R,Cautious,Aerial,Stopper,Titan,82
Kai Naismith,Scotland,Bristol City,CD,L,Balanced,Engine,Controller,Box-To-Box,82
Caleb Taylor,England,WBA,CD,R,Cautious,Aerial,Stopper,Titan,82
Brendan Galloway,Zimbabwe,Plymouth Argyle,CD,L,Cautious,Stopper,Cover,Shield,82
Nectarios Triantis,Australia,Sunderland,CD,R,Balanced,Stopper,Aerial,Centre Back,82
Liam Lindsay,Scotland,Preston North End,CD,L,Balanced,Stopper,Engine,Train,82
Hayden Carter,England,Blackburn Rovers,CD,R,Balanced,Aerial,Powerhouse,Colossus,82
Jimmy Dunne,Ireland,QPR,CD,R,Cautious,Stopper,Commander,Leader,82
Grant Hall,England,Rotherham,CD,R,Balanced,Aerial,Stopper,Titan,82
Michael Ihiekwe,England,Sheffield Wednesday,CD,R,Balanced,Stopper,Powerhouse,Rock,82
Manuel Lanzini,Argentina,West Ham,WM,R,Attacking,Creator,Dribbler,Magician,82
Adama Traore,Spain,Fulham,WM,R,Attacking,Sprinter,Powerhouse,Athlete,82
Ben Doak,Scotland,Liverpool,WM,R,Attacking,Creator,Dribbler,Magician,82
Jesurun Rak-Sakyi,England,Crystal Palace,WM,L,Attacking,Dribbler,Creator,Wizard,82
Diego Moreira,Portugal,Chelsea,WM,L,Attacking,Sprinter,Dribbler,Flash,82
Saman Ghoddos,Iran,Brentford,WM,R,Balanced,Creator,Dribbler,Magician,82
Manuel Benson,Belgium,Burnley,WM,L,Attacking,Sprinter,Creator,Spark,82
Darko Churlinov,Macedonia,Burnley,WM,R,Balanced,Engine,Sprinter,Shuttler,82
Ben Osborn,England,Sheffield United,WM,L,Balanced,Engine,Passer,Metronome,82
George Baldock,Greece,Sheffield United,WM,R,Balanced,Engine,Cover,Dynamo,82
Matt Ritchie,Scotland,Newcastle United,WM,L,Balanced,Passer,Engine,,82
Adam Reach,England,WBA,WM,L,Balanced,Passer,Cover,Provider,82
Juan Delgado,Chile,Sheffield Wednesday,WM,R,Balanced,Engine,Dribbler,Tornate,82
Matt Phillips,Scotland,WBA,WM,R,Attacking,Creator,Striker,Fantasista,82
Jamie Paterson,England,Swansea City,WM,R,Attacking,Creator,Passer,Maestro,82
Isaiah Jones,England,Middlesbrough,WM,R,Balanced,Dribbler,Creator,Wizard,82
Przemyslaw Placheta,Poland,Swansea City,WM,L,Attacking,Sprinter,Creator,Spark,82
Bali Mumba,England,Plymouth Argyle,WM,R,Balanced,Sprinter,Engine,Shuttler,82
Nikola Jojic,Serbia,Stoke City,WM,L,Attacking,Creator,Dribbler,Magician,82
Mikey Johnston,Ireland,WBA,WM,R,Attacking,Dribbler,Sprinter,Winger,82
Samuel Edozie,England,Southampton,WM,R,Balanced,Sprinter,Dribbler,Flash,82
Hector Fort,Spain,Barcelona,WM,R,Balanced,Sprinter,Engine,Shuttler,82
Oliver Burke,Scotland,Birmingham City,WM,R,Attacking,Sprinter,Powerhouse,Athlete,82
Ryan Hedges,Wales,Blackburn Rovers,WM,L,Attacking,Engine,Creator,Raumdeuter,82
Mehdi Leris,Ireland,Stoke City,WM,R,Attacking,Creator,Sprinter,Livewire,82
Romaine Mundle,England,Sunderland,WM,R,Balanced,Dribbler,Engine,Outlet,82
Kwadwo Baah,Germany,Watford,WM,R,Attacking,Sprinter,Dribbler,Flash,82
Luis Henrique,Brazil,OM,WM,R,Balanced,Creator,Passer,Maestro,82
Sam Clucas,England,Rotherham,WM,L,Balanced,Engine,Creator,Raumdeuter,82
Albert Adomah,Ghana,Asante Kotoko,WM,R,Balanced,Creator,Engine,Catalyst,82
Alex Bangura,Sierra Leone,Middlesbrough,WM,L,Balanced,Sprinter,Engine,Shuttler,82
Jeff Hendrick,Ireland,Burnley,CM,R,Balanced,Engine,Passer,Metronome,82
Ashley Westwood,England,Charlotte FC,CM,R,Balanced,Engine,Passer,Metronome,82
Nemanja Matic,Serbia,Rennes,CM,L,Cautious,Commander,Engine,General,82
Yehor Yarmoliuk,Ukraine,Brentford,CM,R,Balanced,Engine,Controller,Box-To-Box,82
Mads Bidstrup,Denmark,RB Salzburg,CM,R,Balanced,Engine,Commander,Driver,82
Will Hughes,England,Crystal Palace,CM,L,Balanced,Controller,Engine,Conductor,82
Cauley Woodrow,England,Luton Town,CM,R,Balanced,Creator,Striker,Fantasista,82
Leo Castledine,England,Chelsea,CM,R,Balanced,Engine,Striker,Livewire,82
Luke Berry,England,Luton Town,CM,R,Balanced,Engine,Creator,Raumdeuter,82
Dominic Sadi,England,Bournemouth,CM,L,Attacking,Creator,Engine,Catalyst,82
Lesley Ugochukwu,France,Chelsea,CM,R,Balanced,Engine,Powerhouse,Bison,82
Cesare Casadei,Italy,Chelsea,CM,R,Attacking,Creator,Striker,Fantasista,82
Han-Noah Massengo,France,Burnley,CM,R,Balanced,Engine,Controller,Box-To-Box,82
Josh Dasilva,England,Brentford,CM,L,Attacking,Creator,Engine,Catalyst,82
Jimi Tauriainen,Finland,Chelsea,CM,L,Balanced,Sprinter,Striker,Ghost,82
Oliver Skipp,England,Tottenham Hotspur,CM,R,Balanced,Controller,Engine,Conductor,82
Anis Ben Slimane,Tunisia,Sheffield United,CM,R,Balanced,Engine,Stopper,Destroyer,82
Tom Davies,England,Sheffield United,CM,R,Balanced,Engine,Controller,Box-To-Box,82
Will Keane,Ireland,Preston North End,CM,R,Balanced,Creator,Engine,Catalyst,82
Callum Styles,Hungary,Sunderland,CM,L,Balanced,Engine,Controller,Box-To-Box,82
Sean McLoughlin,Ireland,Hull City,CM,R,Balanced,Controller,Engine,Conductor,82
Liam Gibbs,England,Norwich City,CM,R,Balanced,Controller,Engine,Conductor,82
Jake Garrett,England,Blackburn Rovers,CM,L,Cautious,Engine,Cover,Dynamo,82
Jack Colback,England,QPR,CM,L,Balanced,Engine,Controller,Box-To-Box,82
Luke O'Nien,England,Sunderland,CM,R,Balanced,Commander,Engine,General,82
Ben Wiles,England,Huddersfield Town,CM,R,Attacking,Engine,Creator,Raumdeuter,82
Jon Magunazelala,Spain,Real Sociedad,CM,R,Attacking,Sprinter,Creator,Spark,82
Taylor Gardner-Hickman,England,Bristol City,CM,R,Balanced,Engine,Cover,Dynamo,82
Joe Williams,England,Bristol City,CM,R,Balanced,Engine,Stopper,Destroyer,82
Christ Tiehi,Ivory Coast,Rotherham,CM,R,Cautious,Powerhouse,Engine,Gladiator,82
Ali McCann,Northern Ireland,Preston North End,CM,R,Cautious,Engine,Stopper,Destroyer,82
Ben Pearson,England,Stoke City,CM,R,Balanced,Engine,Passer,Metronome,82
Sondre Tronstad,Norway,Blackburn Rovers,CM,R,Balanced,Engine,Commander,Driver,82
Alfie Devine,England,Plymouth Argyle,CM,R,Attacking,Engine,Creator,Raumdeuter,82
Adam Randell,England,Plymouth Argyle,CM,R,Balanced,Engine,Commander,Driver,82
Tyler Morton,England,Hull City,CM,R,Balanced,Controller,Passer,Regista,82
Jamie Shakleton,England,Leeds United,CM,R,Balanced,Engine,Stopper,Destroyer,82
Liam Walsh,England,Swansea City,CM,R,Balanced,Creator,Engine,Catalyst,82
Gary Gardner,England,Birmingham City,CM,R,Balanced,Engine,Creator,Raumdeuter,82
Liam Kelly,Scotland,Coventry City,CM,R,Balanced,Engine,Controller,Box-To-Box,82
Jamie Lindsay,Scotland,Rotherham,CM,R,Balanced,Engine,Creator,Raumdeuter,82
Dominic Ball,England,Ipswich Town,CM,R,Cautious,Engine,Stopper,Destroyer,82
George Hall,England,Birmingham City,CM,R,Attacking,Creator,Engine,Catalyst,82
Greg Docherty,Scotland,Hull City,CM,R,Balanced,Engine,Dribbler,Tornate,82
David Kasumu,Nigeria,Huddersfield Town,CM,R,Cautious,Cover,Engine,Guardian,82
Duane Holmes,USA,Preston North End,CM,R,Balanced,Creator,Dribbler,Magician,82
Jay Fulton,Scotland,Swansea City,CM,R,Balanced,Powerhouse,Engine,Gladiator,82
Mads Frokjaer-Jensen,Denmark,Preston North End,CM,R,Attacking,Dribbler,Creator,Wizard,82
Ryan Ledson,England,Preston North End,CM,R,Balanced,Engine,Commander,Driver,82
Oli Cooper,Wales,Swansea City,CM,R,Balanced,Engine,Sprinter,Shuttler,82
Marcus Harness,Ireland,Ipswich Town,CM,R,Attacking,Engine,Creator,Raumdeuter,82
Ross McCrorie,Scotland,Bristol City,CM,R,Balanced,Engine,Commander,Driver,82
Juninho Bacuna,Curacao,Birmingham City,CM,R,Balanced,Engine,Creator,Raumdeuter,82
Rory Finneran,Ireland,Blackburn Rovers,CM,R,Balanced,Controller,Powerhouse,,82
Kayky,Brazil,Manchester City,WF,L,Attacking,Creator,Sprinter,Livewire,82
Enso Gonzalez,Paraguay,Wolves,WF,L,Attacking,Striker,Creator,Assassin,82
Koji Miyoshi,Japan,Birmingham City,WF,L,Attacking,Creator,Dribbler,Magician,82
Samuel Kalu,Nigeria,Watford,WF,R,Attacking,Creator,Dribbler,Magician,82
Matheus Martins,Brazil,Watford,WF,R,Attacking,Creator,Dribbler,Magician,82
Delano Burgzorg,Netherlands,Huddersfield Town,WF,R,Attacking,Sprinter,Dribbler,Flash,82
Sam Bell,England,Bristol City,WF,R,Attacking,Sprinter,Striker,Ghost,82
Jonathan Rowe,England,Norwich City,WF,R,Attacking,Dribbler,Sprinter,Winger,82
Wanya Marcal,Portugal,Leicester City,WF,R,Balanced,Creator,Engine,Catalyst,82
Andre Green,England,Rotherham,WF,R,Attacking,Sprinter,Creator,Spark,82
Ian Poveda,England,Middlesbrough,WF,L,Attacking,Dribbler,Creator,Wizard,82
Josh Ginnelly,England,Swansea City,WF,R,Attacking,Sprinter,Dribbler,Flash,82
Jamal Lowe,Jamaica,Swansea City,WF,R,Attacking,Dribbler,Sprinter,Winger,82
Paul Smyth,,QPR,WF,R,Attacking,Sprinter,Creator,Spark,82
Andre Vidigal,Portugal,Stoke City,WF,R,Attacking,Sprinter,Dribbler,Flash,82
Christian Benteke,Belgium,Aston Villa,CF,R,Balanced,Aerial,Powerhouse,Colossus,82
Andy Carroll,England,Newcastle United,CF,L,Attacking,Aerial,Striker,Target,82
Jay Rodriguez,England,Burnley,CF,R,Balanced,Striker,Engine,Poacher,82
Alexsander Mitrovic,Serbia,Fulham,CF,R,Balanced,Powerhouse,Striker,Spearhead,82
Will Osula,Denmark,Sheffield United,CF,R,Balanced,Powerhouse,Engine,Gladiator,82
Tyler Roberts,Wales,Birmingham City,CF,R,Balanced,Sprinter,Powerhouse,Athlete,82
Sinclair Armstrong,Ireland,QPR,CF,R,Attacking,Powerhouse,Dribbler,,82
Aaron Connolly,Ireland,Hull City,CF,R,Balanced,Engine,Striker,Livewire,82
Lee Gregory,England,Sheffield Wednesday,CF,R,Attacking,Striker,Engine,Poacher,82
Ali Al-Hamadi,Iraq,Ipswich Town,CF,R,Attacking,Sprinter,Powerhouse,Athlete,82
George Hirst,England,Ipswich Town,CF,R,Attacking,Aerial,Striker,Target,82
Lukas Jutkiewicz,Poland,Birmingham City,CF,L,Attacking,Aerial,Powerhouse,Colossus,82
Nahki Wells,Bermuda,Bristol City,CF,R,Balanced,Sprinter,Striker,Ghost,82
Ched Evans,Wales,Preston North End,CF,R,Attacking,Striker,Powerhouse,Rifle,82
Charlie Wyke,England,Rotherham,CF,R,Attacking,Aerial,Powerhouse,Colossus,82
Nazarly Rusyn,Ukraine,Sunderland,CF,R,Attacking,Sprinter,Striker,Ghost,82
Milutin Osmajic,Montenegro,Preston North End,CF,R,Attacking,Powerhouse,Striker,Spearhead,82
Jack Grieves,England,Watford,CF,R,Attacking,Striker,Aerial,Hitman,82
Tom Cannon,England,Leicester City,CF,R,Attacking,Striker,Sprinter,Rocket,82
Dom Ballard,England,Reading,CF,R,Balanced,Striker,Sprinter,Rocket,82
Mileta Rajovic,Denmark,Watford,CF,R,Attacking,Aerial,Striker,Target,82
Billy Sharp,England,Hull City,CF,R,Attacking,Striker,Engine,Poacher,82
Ashley Fletcher,England,Watford,CF,R,Attacking,Sprinter,Striker,Ghost,82
Harry Leonard,,Blackburn Rovers,CF,R,Attacking,Striker,Engine,Poacher,82
Semr Telalovic,,Blackburn Rovers,CF,R,Attacking,Striker,Sprinter,Rocket,82
Luis Semedo,Portugal,Sunderland,CF,R,Attacking,Aerial,Striker,Target,82
Marek Rodak,Slovakia,Fulham,GK,R,Cautious,Aerial,Orthodox,Shotstopper,81
Arijanet Muric,Kosovo,Burnley,GK,R,Balanced,Aerial,Acrobat,,81
Wes Foderingham,England,Sheffield United,GK,L,Balanced,Acrobat,Distributor,All-Rounder,81
Ivo Grbic,Croatia,Sheffield United,GK,R,Balanced,Orthodox,Commander,Sentinel,81
Dan Bentley,England,Wolves,GK,R,Cautious,Acrobat,Orthodox,Shotstopper,81
Blondy Nna Noukeu,Cameroon,Stoke City,GK,R,Cautious,Orthodox,Commander,Sentinel,81
Joe Walsh,England,QPR,GK,R,Cautious,Acrobat,Orthodox,Shotstopper,81
Murphy Mahoney,England,QPR,GK,R,Cautious,Acrobat,Distributor,All-Rounder,81
Andy Fisher,England,Swansea City,GK,R,Balanced,Distributor,Sweeper,Libero GK,81
Frank Fielding,England,Stoke City,GK,R,Cautious,Commander,Orthodox,Hawk,81
Cieran Slicker,,Ipswich Town,GK,R,Balanced,Aerial,Distributor,,81
Michael Cooper,England,Plymouth Argyle,GK,R,Balanced,Commander,Orthodox,Hawk,81
Daniel Barden,Wales,Norwich City,GK,R,Cautious,Aerial,Orthodox,Shotstopper,81
David Cornell,Wales,Preston North End,GK,R,Balanced,Distributor,Sweeper,Libero GK,81
Matt Doherty,Ireland,Wolves,WD ,R,Balanced,Engine,Sprinter,Shuttler,81
Dan Potts,England,Luton Town,WD ,L,Balanced,Cover,Engine,Guardian,81
Amari'i Bell,Jamaica,Luton Town,WD ,L,Balanced,Sprinter,Engine,Shuttler,81
Paul Dummett,England,Newcastle United,WD ,L,Balanced,Cover,Engine,Guardian,81
Harry Toffolo,England,Nottingham Forest,WD ,L,Balanced,Engine,Sprinter,Shuttler,81
James Morris,England,Watford,WD ,L,Balanced,Engine,Cover,Dynamo,81
Jake Batty,England,Blackburn Rovers,WD ,L,Balanced,Sprinter,Stopper,Athlete,81
Ben Jackson,England,Huddersfield Town,WD ,L,Balanced,Sprinter,Dribbler,Flash,81
Jeremy Ngakia,England,Watford,WD ,R,Balanced,Engine,Sprinter,Shuttler,81
Josh Ruffels,England,Huddersfield Town,WD ,L,Balanced,Engine,Sprinter,Shuttler,81
George Tanner,England,Bristol City,WD ,R,Cautious,Engine,Stopper,Destroyer,81
Peter Kioso,Ireland,Rotherham,WD ,R,Cautious,Powerhouse,Engine,Gladiator,81
Emmanuel Longelo,DR Congo,Birmingham City,WD ,L,Attacking,Sprinter,Dribbler,Flash,81
Junior Tchamadeu,Cameroon,Stoke City,WD ,R,Balanced,Cover,Engine,Guardian,81
Reece James,England,Sheffield Wednesday,WD ,L,Balanced,Engine,Sprinter,Shuttler,81
Lee Peltier,England,Rotherham,WD ,R,Cautious,Cover,Commander,Anchor,81
Ziyad Larkeche,France,QPR,WD ,L,Balanced,Engine,Sprinter,Shuttler,81
Shane Duffy,Ireland,Brighton,CD,R,Cautious,Stopper,Aerial,Centre Back,81
Ben Mee,England,Brentford,CD,L,Cautious,Stopper,Cover,Shield,81
Andre Ogbonna,Italy,West Ham,CD,L,Cautious,Stopper,Aerial,Centre Back,81
Mads Juel Andersen,Denmark,Luton Town,CD,R,Balanced,Aerial,Powerhouse,Colossus,81
Hannes Delcroix,Belgium,Burnley,CD,L,Cautious,Cover,Powerhouse,Stalwart,81
Mason Holgate,England,Sheffield United,CD,R,Cautious,Stopper,Powerhouse,Rock,81
Willy Kambwala,France,Manchester United,CD,R,Balanced,Stopper,Sprinter,Shadow,81
Jack Robinson,England,Sheffield United,CD,L,Cautious,Stopper,Commander,Leader,81
Luizao,Brazil,West Ham,CD,L,Balanced,Stopper,Powerhouse,Rock,81
Martin Kelly,England,WBA,CD,R,Cautious,Cover,Stopper,Cornerback,81
Di'Shon Bernard,Jamaica,Sheffield Wednesday,CD,R,Balanced,Stopper,Aerial,Centre Back,81
Kyle Bartley,England,WBA,CD,R,Cautious,Aerial,Stopper,Titan,81
Ben Nelson,England,Wrexham,CD,R,Balanced,Stopper,Aerial,Centre Back,81
Bambo Diaby,Senegal,Sheffield Wednesday,CD,R,Cautious,Powerhouse,Stopper,Enforcer,81
Dan Scarr,England,Plymouth Argyle,CD,R,Cautious,Aerial,Powerhouse,Colossus,81
Greg Cunningham,Ireland,Preston North End,CD,L,Balanced,Stopper,Engine,Train,81
Ciaran Brennan,Ireland,Sheffield Wednesday,CD,R,Balanced,Stopper,,,81
Jamie McCart,Scotland,Barnsley,CD,L,Balanced,Stopper,Controller,Lynchpin,81
Robert Atikinson,England,Bristol City,CD,L,Balanced,Stopper,Controller,Lynchpin,81
Fred Onyedinma,Nigeria,Luton Town,WM,R,Balanced,Sprinter,Dribbler,Flash,81
Dilan Markanday,England,Blackburn Rovers,WM,L,Balanced,Dribbler,Sprinter,Winger,81
Alex Gilbert,Ireland,Middlesbrough,WM,L,Attacking,Engine,Creator,Raumdeuter,81
Ellis Taylor,,Sunderland,WM,L,Attacking,Engine,Creator,Raumdeuter,81
Joe Edwards,,Plymouth Argyle,WM,R,,Engine,Stopper,Destroyer,81
Kasey McAteer,,Leicester City,WM,R,Attacking,Engine,Sprinter,Shuttler,81
Lynden Gooch,USA,Stoke City,WM,R,Balanced,Engine,Sprinter,Shuttler,81
Anthony Musaba,Netherlands,Sheffield Wednesday,WM,R,Attacking,Sprinter,Dribbler,Flash,81
Tom Cairney,Scotland,Fulham,CM,L,Balanced,Controller,Creator,Pivot,81
Mateusz Klich,Poland,DC United,CM,R,Balanced,Engine,Creator,Raumdeuter,81
Mahamadou Susoho,Spain,Manchester City,CM,R,Cautious,Cover,Controller,Anchor,81
Tim Ireogbunam,England,Aston Villa,CM,R,Cautious,Cover,Powerhouse,Stalwart,81
Naouirou Ahamada,France,Crystal Palace,CM,R,Balanced,Powerhouse,Engine,Gladiator,81
Elliot Anderson,Scotland,Newcastle United,CM,R,Balanced,Engine,Creator,Raumdeuter,81
Ollie Arblaster,England,Sheffield United,CM,R,Balanced,Engine,Commander,Driver,81
Andre Brooks,USA,Sheffield United,CM,L,Balanced,Engine,Commander,Driver,81
Harry Arter,Ireland,Nottingham Forest,CM,L,Balanced,Controller,Passer,Regista,81
Jobe Bellingham,England,Sunderland,CM,R,Balanced,Engine,Controller,Box-To-Box,81
Jordan Houghton,England,Plymouth Argyle,CM,R,Balanced,Engine,Controller,Box-To-Box,81
Elliot Embleton,England,Sunderland,CM,E,Balanced,Passer,Engine,,81
Azeem Abdulai,Scotland,Swansea City,CM,R,Balanced,Controller,Creator,Pivot,81
Luke Cundle,England,Plymouth Argyle,CM,R,Attacking,Creator,Passer,Maestro,81
Finn Azaz,Ireland,Plymouth Argyle,CM,R,Attacking,Creator,Dribbler,Magician,81
Jay Matete,DR Congo,Oxford United,CM,R,Cautious,Engine,Stopper,Destroyer,81
Ayman Benarous,England,Bristol City,CM,L,Attacking,Creator,Passer,Maestro,81
Brandon Khela,,Ross County ,CM,R,Balanced,Engine,Creator,Raumdeuter,81
Taylor Richards,England,QPR,CM,L,Attacking,Dribbler,Creator,Wizard,81
Tyreeq Bakinson,England,Sheffield Wednesday,CM,R,Balanced,Engine,Controller,Box-To-Box,81
Omari Forson,England,Manchester United,WF,L,Balanced,Creator,Dribbler,Magician,81
Jewison Bennette,Costa Rica,Aris,WF,R,Attacking,Sprinter,Dribbler,Flash,81
Mark Sykes,Ireland,Bristol City,WF,R,Attacking,Creator,Striker,Fantasista,81
Bora Aydınlık,Turkey,Hull City,WF,R,Attacking,Dribbler,Creator,Wizard,81
Siriki Dembele,Scotland,Birmingham City,WF,R,Attacking,Sprinter,Dribbler,Flash,81
Sone Aluko,,Ipswich Town,WF,L,Attacking,Creator,Dribbler,Magician,81
Julien Duranville,Belgium,Borussia Dortmund,WF,R,Attacking,Sprinter,Dribbler,Flash,81
Josh Koroma,England,Huddersfield Town,WF,R,Attacking,Sprinter,Striker,Ghost,81
Kayden Jackson,,Ipswich Town,WF,R,Attacking,Sprinter,Striker,Ghost,81
Danny Ings,England,Southampton,CF,R,Balanced,Striker,Engine,Poacher,81
Divin Mubama,England,West Ham,CF,R,Balanced,Creator,Sprinter,Livewire,81
Will Lankshear,England,Tottenham Hotspur,CF,R,Attacking,Striker,Engine,Poacher,81
Rodrigo Ribeiro,Portugal,Nottingham Forest,CF,R,Balanced,Creator,Dribbler,Magician,81
Ethan Wheatley,England,Manchester United,CF,R,Attacking,Striker,Creator,Assassin,81
Daniel Jebbison,Canada,Sheffield United,CF,R,Attacking,Sprinter,Striker,Ghost,81
