Name,Active,Nation,Club,Physique,Character,Primary Class,Secondary Class,Position,Model,Level,Base Value,Decisions,Composure,Tempo,First Touch,Leadership,Communication,Drive,Discipline,Guile,Vision,Movement,Flair,Balace,Set Piece,Carries,Penalty,Long,Close,Through,Range,Accuracy,Cross,Takeons,Skills,Anticipation,Stamina,Recovery,Pressing,Intensity,Tackling,Marking,Blocking,Bravery,Positioning,Concentraion,Awareness,Aerial Duels,Reactions,Pace,Acceleration,Agility,Physicality,Hold Up,Duels,Aggression,Coordination,Jumping,Heading,Foot,Mentality
Gael Clichy,,France,Retired,Rapid,Reliable,Cover,Engine,Wide Defender,Full Back,88,£50000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E,Balanced
Joshua Kimmich,checked,Germany,Bayern Munich,,,Commander,Engine,Wide Defender,General,88,£75000000.0,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,R,Balanced
Ferland Mendy,checked,,Real Madrid,,,Sprinter,Engine,Wide Defender,Shuttler,88,,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,L,Attacking
Jack Grealish,checked,England,Manchester City,Agile,Relentless,Dribbler,Creator,Wide Forward,Wizard,88,£80000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,Attacking
Son Heung-min,checked,South Korea,Tottenham Hotspur,Rapid,Focused,Sprinter,Striker,Wide Forward,Ghost,88,£80000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E,Balanced
Leroy Sane,checked,Germany,Bayern Munich,Rapid,Elegant,Dribbler,Striker,Wide Forward,Spark,88,£75000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,Attacking
Lionel Messi,checked,Argentina,Inter Miami,,,Creator,Dribbler,Wide Forward,Magician,88,£80000000.0,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,L,Attacking
Jamal Musiala,checked,Germany,Bayern Munich,,,Dribbler,Creator,Wide Forward,Wizard,88,£90000000.0,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,R,Attacking
Khvicha Kvaratskhelia,checked,Georgia,Napoli,,,Dribbler,Creator,Wide Forward,Wizard,88,£90000000.0,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,R,Attacking
Marc Overmars,,Netherlands,Retired,Speedy,Determined,Dribbler,Sprinter,Wide Midfielder,Winger,88,£110000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E,Attacking
Jeremie Frimpong,checked,,Leverkusen,,,Sprinter,Dribbler,Wide Midfielder,Flash,88,,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,R,Attacking
William Gallas,,France,Retired,Pacy,Determined,Stopper,Cover,Central Defender,Shield,87,£60000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,Balanced
Thiago Silva,checked,Brazil,Chelsea,Robust,Influential,Stopper,Commander,Central Defender,Leader,87,£70000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,Balanced
Gabriel Magalhães,checked,Brazil,Arsenal,,,Stopper,Aerial,Central Defender,Centre Back,87,£60000000.0,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,L,Balanced
Jules Koundé,checked,,Barcelona,,,Stopper,Sprinter,Central Defender,Shadow,87,,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,R,Balanced
Marquinhos,checked,,PSG,,,Stopper,Cover,Central Defender,Shield,87,,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,R,Balanced
Nathan Aké,checked,,Manchester City,,,Cover,Stopper,Central Defender,Cornerback,87,,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,L,Balanced
Matthijs de Ligt,checked,,Juventus,,,Stopper,Controller,Central Defender,Lynchpin,87,,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,R,Balanced
Eric Cantona,,France,Retired,Robust,Talismanic,Creator,Striker,Central Forward,Fantasista,87,£70000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,
Gabriel Jesus,checked,Bermuda,Arsenal,Agile,Unpredictable,Creator,Striker,Central Forward,Fantasista,87,£60000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,Balanced
Matheus Cunha,checked,Brazil,Wolves,Nimble,Crafty,Creator,Striker,Central Forward,Fantasista,87,£40000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,Balanced
Romelu Lukaku,checked,Belgium,AS Roma,,,Powerhouse,Striker,Central Forward,Spearhead,87,£50000000.0,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,L,Attacking
Alexander Isak,checked,Sweden,Newcastle,,,Striker,Creator,Central Forward,Assassin,87,£80000000.0,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,R,Balanced
Ivan Toney,checked,England,Brentford,,,Aerial,Striker,Central Forward,Target,87,£100000000.0,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,R,Attacking
Randal Kolo Muani,checked,France,PSG,,,Striker,Sprinter,Central Forward,Rocket,87,£80000000.0,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,R,Balanced
Karim Benzema,checked,,Al-Ittihad,,,Striker,Creator,Central Forward,Assassin,87,,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,R,Attacking
Julian Alvarez,checked,,Manchester City,,,Creator,Striker,Central Forward,Fantasista,87,,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,R,Balanced
Joao Felix,checked,,Barcelona,,,Creator,Striker,Central Forward,Fantasista,87,,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,R,Attacking
German Cano,checked,,Fluminense,,,Striker,Engine,Central Forward,Poacher,87,,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,R,Attacking
James Maddison,checked,England,Leicester,Balanced,Creative,Creator,Striker,Central Midfielder,Fantasista,87,£80000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,Attacking
Paul Pogba,,England,Retired,Athletic,Flamboyant,Creator,Passer,Central Midfielder,Maestro,87,£80000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,
John McGinn,checked,Scotland,Aston Villa,Powerful,Tenacious,Commander,Engine,Central Midfielder,General,87,£70000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,Balanced
Juan Mata,,Spain,Retired,Nimble,Composed,Creator,Passer,Central Midfielder,Maestro,87,£90000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,
Ilkay Gundogan,checked,Germany,Manchester City,Balanced,Composed,Controller,Passer,Central Midfielder,Regista,87,£60000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,Balanced
Hakan Calhanoglu,checked,Turkey,Inter Milan,,,Controller,Passer,Central Midfielder,Regista,87,£60000000.0,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,R,Balanced
Xavi Simons,checked,Netherlands,RB Leipzig,,,Creator,Engine,Central Midfielder,Catalyst,87,£60000000.0,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,R,Attacking
Aurelien Tchouameni,checked,France,Real Madrid,,,Commander,Engine,Central Midfielder,General,87,£90000000.0,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,R,Cautious
Eduardo Camavinga,checked,France,Real Madrid,,,Commander,Engine,Central Midfielder,General,87,£80000000.0,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,L,Balanced
Ilkay Gundogan,checked,,Barcelona,,,Controller,Creator,Central Midfielder,Playmaker,87,,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,R,Balanced
Gavi,checked,,Barcelona,,,Creator,Engine,Central Midfielder,Catalyst,87,,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,R,Balanced
Sergio Milinkovic-Savic,checked,,Al-Hilal,,,Engine,Creator,Central Midfielder,Heartbeat,87,,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,R,Attacking
Luka Modric,checked,,Real Madrid,,,Controller,Passer,Central Midfielder,Regista,87,,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,R,Balanced
Dominik Szoboszlai,checked,,Liverpool,,,Creator,Engine,Central Midfielder,Catalyst,87,,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,R,Attacking
Leon Goretzka,checked,,Bayern Munich,,,Engine,Commander,Central Midfielder,Driver,87,,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,R,Balanced
Sandro Tonali,checked,,Newcastle,,,Controller,Passer,Central Midfielder,Regista,87,,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,R,Balanced
Granit Xhaka,checked,,Leverkusen,,,Commander,Engine,Central Midfielder,General,87,,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,L,Balanced
Thomas Muller,checked,,Bayern Munich,,,Creator,Engine,Central Midfielder,Catalyst,87,,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,R,Attacking
Frenkie de Jong,checked,,Barcelona,,,Controller,Engine,Central Midfielder,Conductor,87,,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,R,Balanced
